timestamp,source_ip,attack_type,target_port,protocol,confidence,evidence,latitude,longitude,country,city
"2026-04-09 21:24:39",192.73.252.134,PortScan,,,0.99,"Probed 2 ports | Rate: 0.07 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:39",208.83.233.233,PortScan,,,0.99,"Probed 2 ports | Rate: 0.07 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:39",192.73.243.229,PortScan,,,0.99,"Probed 2 ports | Rate: 0.07 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:41",40.126.18.33,PortScan,,,0.99,"Probed 2 ports | Rate: 0.77 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:41",45.159.98.253,PortScan,,,0.99,"Probed 2 ports | Rate: 0.06 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:41",208.111.40.12,PortScan,,,0.99,"Probed 2 ports | Rate: 0.06 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:41",172.105.166.103,PortScan,,,0.99,"Probed 2 ports | Rate: 0.06 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:42",20.190.175.88,PortScan,,,0.99,"Probed 2 ports | Rate: 37282.7 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:42",185.40.234.219,PortScan,,,0.99,"Probed 2 ports | Rate: 0.06 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:45",20.135.6.9,PortScan,,,0.99,"Probed 2 ports | Rate: 0.49 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:47",192.178.211.188,PortScan,,,0.99,"Probed 2 ports | Rate: 0.01 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:48",142.251.220.35,PortScan,,,0.99,"Probed 2 ports | Rate: 0.9 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:24:59",3.253.183.169,PortScan,,,0.99,"Probed 2 ports | Rate: 0.17 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:25:08",23.222.30.66,PortScan,,,0.99,"Probed 2 ports | Rate: 0.1 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:25:28",13.227.249.108,PortScan,,,0.99,"Probed 2 ports | Rate: 3.34 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:25:36",52.168.117.170,PortScan,,,0.99,"Probed 2 ports | Rate: 0.03 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:25:39",23.11.39.161,PortScan,,,0.99,"Probed 2 ports | Rate: 11.48 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:26:01",54.192.35.73,PortScan,,,0.99,"Probed 2 ports | Rate: 0.03 p/s",19.076,72.877,India,Mumbai
"2026-04-09 21:33:09",192.168.0.106,PortScan,,,0.99,"Probed 2 ports | Rate: 27685.17 p/s",19.076,72.877,India,Mumbai
"2026-04-09 23:35:19",8.8.4.4,PortScan,,,0.99,"Probed 2 ports | Rate: 6.38 p/s",19.076,72.877,India,Mumbai
"2026-04-09 23:35:19",8.8.8.8,PortScan,,,0.99,"Probed 2 ports | Rate: 4.4 p/s",19.076,72.877,India,Mumbai
"2026-04-09 23:46:01",172.237.72.8,PortScan,,,0.99,"Probed 2 ports | Rate: 0.0 p/s",19.076,72.877,India,Mumbai
"2026-04-10 12:31:20",35.201.127.49,PortScan,,,0.99,"Probed 2 ports | Rate: 5.13 p/s",39.0997,-94.5785,"United States","Kansas City"
"2026-04-10 12:31:21",10.42.0.48,PortScan,,,0.99,"Probed 2 ports | Rate: 2.75 p/s",19.076,72.877,India,Mumbai
"2026-04-10 12:31:21",4.213.25.242,PortScan,,,0.99,"Probed 2 ports | Rate: 15.71 p/s",18.5144,73.864235,India,Pune
"2026-04-10 12:31:23",35.208.197.37,PortScan,,,0.99,"Probed 2 ports | Rate: 8.02 p/s",41.2619,-95.8608,"United States","Council Bluffs"
"2026-04-10 12:31:24",192.178.211.188,PortScan,,,0.99,"Probed 2 ports | Rate: 0.64 p/s",37.4225,-122.085,"United States","Mountain View"
"2026-04-10 12:31:25",172.188.155.25,PortScan,,,0.99,"Probed 2 ports | Rate: 0.61 p/s",1.283,103.833,Singapore,Singapore
"2026-04-10 12:31:29",20.247.184.142,PortScan,,,0.99,"Probed 2 ports | Rate: 0.24 p/s",1.283,103.833,Singapore,Singapore
"2026-04-10 12:31:31",35.203.65.95,PortScan,,,0.99,"Probed 2 ports | Rate: 4.01 p/s",45.5016,-73.5672,Canada,Montreal
"2026-04-10 12:31:55",49.44.50.19,PortScan,,,0.99,"Probed 2 ports | Rate: 0.47 p/s",19.1258,73.0004,India,"Navi Mumbai"
"2026-04-10 12:32:00",18.67.195.53,PortScan,,,0.99,"Probed 2 ports | Rate: 0.11 p/s",19.076,72.8777,India,Mumbai
"2026-04-10 12:32:01",192.178.168.94,PortScan,,,0.99,"Probed 2 ports | Rate: 0.07 p/s",37.4225,-122.085,"United States","Mountain View"
